"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9","(pinterest_tag) successful transform","CDK V2 api tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","7","successful transformation at router","Destination controller tests","Thu Feb 20 08:58:04 GMT 2025","passed","Thu Feb 20 08:58:04 GMT 2025","","Destination router transform tests","",""
"","14","(webhook) send events for 2 destinations router transform","Destination api tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","Router transform tests","",""
"","8","successful source transform","Source controller tests","Thu Feb 20 08:58:05 GMT 2025","passed","Thu Feb 20 08:58:05 GMT 2025","","V2 Source transform tests","",""
"","2","should return the input unchanged when the implementation version and request version are the same i.e. v1","adaptInputToVersion","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","1","should return false when timestamp is not a valid Unix timestamp or date string(91504)","Airship utils - isValidTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","1","should return an empty array when the input is an empty array","adaptInputToVersion","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","2","should throw error when jsonAttributes is present in integrations object and jsonAttribute(widgets_installed#123) is array","Airship utils - prepareAttributePayload","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","15","(am) failure batch transform","Destination api tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","Batch transform tests","",""
"","1","getAirshipTimestamp - should remove milliseconds","Airship utils - getAirshipTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","3","should return the correct attribute payload when jsonAttributes is not present in integrations object ","Airship utils - prepareAttributePayload","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","1","getAirshipTimestamp - should return with correct format when T & Z is not present","Airship utils - getAirshipTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","23","(pinterest) failure scneario for multiplex but event fails at validation","Destination api tests","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","Processor transform tests","",""
"","2","when a mix of VDM enabled & non-VDM destinations are available, the timestamp will be applied to only non-VDM destination","controller utility tests -- handleTimestampInEvents for retl connections","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","14","(webhook) successful router transform","Destination api tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","Router transform tests","",""
"","21","(mock destination) Processor transformation scenario with single event","Api tests with a mock source/destination","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","","",""
"","7","features supportTransformerProxyV1 to be boolean","features tests","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","","",""
"","2","should convert input from v2 to v0 format when the request version is v2 and the implementation version is v0","adaptInputToVersion","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","8","(mock source) v0 source transformation","Api tests with a mock source/destination","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","","",""
"","9","(mock destination) v0 proxy","Api tests with a mock source/destination","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","","",""
"","8","(mock destination) Batching","Api tests with a mock source/destination","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","","",""
"","2","should return the correct attribute payload when jsonAttributes is present in integrations object and jsonAttribute(data) is object & traits include an object","Airship utils - prepareAttributePayload","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","57","successful features response","features tests","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","","",""
"","10","features routerTransform should be object","features tests","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","","",""
"","100","(pinterest) success scenario with multiplex events","Destination api tests","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","Processor transform tests","",""
"","2","should convert input from v2 to v1 format when the request version is v2 and the implementation version is v1","adaptInputToVersion","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","3","should convert input from v1 to v2 format when the request version is v1 and the implementation version is v2","adaptInputToVersion","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","33","(pipedream) success source transform for source present in v0 and server providing v1 endpoint","Source api tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","1","should convert input from v1 to v0 format when the request version is v1 and the implementation version is v0","adaptInputToVersion","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","3","should return the correct attribute payload when jsonAttributes is present in integrations object and jsonAttribute(widgets_installed#123) is object & traits include an object","Airship utils - prepareAttributePayload","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","14","(pinterest) partial success scenario for multiplex with 2 events and expect 3 output events with 3rd one failing","Destination api tests","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","Processor transform tests","",""
"","1","should return true when timestamp is a valid Unix timestamp","Airship utils - isValidTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","3","should convert input from v0 to v1 when the request version is v0 and the implementation version is v1","adaptInputToVersion","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","11","failing source transform","Source controller tests","Thu Feb 20 08:58:05 GMT 2025","passed","Thu Feb 20 08:58:05 GMT 2025","","V0 Source transform tests","",""
"","11","successful transformation at processor","Destination controller tests","Thu Feb 20 08:58:04 GMT 2025","passed","Thu Feb 20 08:58:04 GMT 2025","","Destination processor transform tests","",""
"","15","(webhook) success snceario for batch of input of 2 events and expect 3 output events","Destination api tests","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","Processor transform tests","",""
"","2","should return the input unchanged when the implementation version and request version are the same i.e. v0","adaptInputToVersion","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","2","should return false when timestamp is not a valid Unix timestamp or date string(uuid)","Airship utils - isValidTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","10","batch transformation failure","Destination controller tests","Thu Feb 20 08:58:04 GMT 2025","passed","Thu Feb 20 08:58:04 GMT 2025","","Batch transform tests","",""
"","12","transformation at router failure","Destination controller tests","Thu Feb 20 08:58:04 GMT 2025","passed","Thu Feb 20 08:58:04 GMT 2025","","Destination router transform tests","",""
"","1","should return true when timestamp is a valid Unix timestamp with milliseconds","Airship utils - isValidTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","1","when proc events(identify, track, group) are mixed, timestamp should be taken from relevant places for identify & track, skipped for group","controller utility tests -- handleTimestampInEvents for retl connections","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","1","should fail trying to convert input from v2 to v1 format when the request version is v2 and the implementation version is v1","adaptInputToVersion","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","7","features supportSourceTransformV1 to be boolean","features tests","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","","",""
"","45","(am) successful batch transform","Destination api tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","Batch transform tests","",""
"","13","compare cdk v2 and native","Comparsion service tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","8","(webhook) success snceario for batch of input","Destination api tests","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","Processor transform tests","",""
"","8","successful batching at router","Destination controller tests","Thu Feb 20 08:58:04 GMT 2025","passed","Thu Feb 20 08:58:04 GMT 2025","","Batch transform tests","",""
"","1","should return true when timestamp is a valid date string","Airship utils - isValidTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","1","should return false when timestamp is not a valid Unix timestamp or date string(""91504"")","Airship utils - isValidTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","12","getAirshipTimestamp - should throw error when timestamp is not supported","Airship utils - getAirshipTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","14","(pinterest_tag) partial failure scenario","CDK V2 api tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","8","features regulations should be array","features tests","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","","",""
"","1","when events(all track) without properties.timestamp, timestamp should be taken from timestamp","controller utility tests -- handleTimestampInEvents for retl connections","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","9","compare native and cdk v2","Comparsion service tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","2","should return the correct attribute payload when jsonAttributes is present in integrations object and jsonAttribute(widgets_installed#123) is object","Airship utils - prepareAttributePayload","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","2","getAirshipTimestamp - should remove milliseconds - 2","Airship utils - getAirshipTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","10","successful source transform","Source controller tests","Thu Feb 20 08:58:05 GMT 2025","passed","Thu Feb 20 08:58:05 GMT 2025","","V1 Source transform tests","",""
"","2","should fail trying to convert input from v2 to v0 format when the request version is v2 and the implementation version is v0","adaptInputToVersion","Thu Feb 20 08:57:59 GMT 2025","passed","Thu Feb 20 08:57:59 GMT 2025","","","",""
"","7","(mock source) v1 source transformation","Api tests with a mock source/destination","Thu Feb 20 08:58:02 GMT 2025","passed","Thu Feb 20 08:58:02 GMT 2025","","","",""
"","5","getAirshipTimestamp - should return the same timestamp","Airship utils - getAirshipTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","35","(shopify) success source transform (monday)","Source api tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
"","67","(pinterest_tag) failure router transform(partial failure)","Destination api tests","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","Router transform tests","",""
"","1","getAirshipTimestamp - should return with correct format when T is present but Z is not present","Airship utils - getAirshipTimestamp","Thu Feb 20 08:58:03 GMT 2025","passed","Thu Feb 20 08:58:03 GMT 2025","","","",""
